passenger_id,age_group,gender,nationality,residence_country,residence_region,income_band,spending_power_proxy,household_type,occupation_type,language,life_stage,segment_label,preferred_route_cluster,preferred_travel_context,preferred_product_category,repeat_propensity,price_sensitivity_level,source_assumption_id
psg_0488,35-44,Female,France,Germany,Northern England,upper_mid,upper_mid,family_with_children,teacher,Swedish,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.431,medium,src_tourism_stats_01
psg_0489,18-24,Prefer not to say,United Kingdom,Netherlands,Nordics,upper_mid,moderate,single,early_career,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.315,high,src_tourism_stats_01
psg_0490,45-54,Male,Germany,United Kingdom,Western Europe,upper_mid,very_high,couple,professional,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.384,low,src_tourism_stats_01
psg_0491,45-54,Male,United Kingdom,Germany,South East England,high,mid,family_with_children,skilled_trade,Dutch,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.442,medium,src_tourism_stats_01
psg_0492,35-44,Male,Denmark,Netherlands,Nordics,upper_mid,moderate,single,early_career,English,working_adult,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.369,high,src_tourism_stats_01
psg_0493,45-54,Male,Germany,France,South East England,mid,mid,couple,professional,French,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.441,medium,src_tourism_stats_01
psg_0494,18-24,Female,United Kingdom,France,Regional UK,low,lower_mid,single,student,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.333,high,src_tourism_stats_01
psg_0495,55-64,Prefer not to say,Germany,Germany,Western Europe,high,very_high,couple,professional,French,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.388,low,src_tourism_stats_01
psg_0496,45-54,Male,United Kingdom,France,German North,upper_mid,mid,multi_generational,professional,French,working_adult,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.388,medium,src_tourism_stats_01
psg_0497,25-34,Female,United Kingdom,Netherlands,Western Europe,lower_mid,lower_mid,single,other,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.273,high,src_tourism_stats_01
psg_0498,75+,Male,United Kingdom,Netherlands,South East England,high,high,couple,professional,Danish,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.326,low,src_tourism_stats_01
psg_0499,18-24,Male,United Kingdom,Netherlands,Nordics,lower_mid,moderate,couple,other,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.322,high,src_tourism_stats_01
psg_0500,65-74,Male,Netherlands,Sweden,Western Europe,high,very_high,family_with_children,professional,Dutch,family_builder,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.385,low,src_tourism_stats_01
psg_0501,35-44,Non-binary,Netherlands,Germany,Nordics,mid,moderate,couple,early_career,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.405,high,src_tourism_stats_01
psg_0502,25-34,Prefer not to say,United Kingdom,Netherlands,Western Europe,mid,moderate,single,student,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.313,high,src_tourism_stats_01
psg_0503,55-64,Male,Netherlands,United Kingdom,Nordics,high,very_high,couple,manager,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.391,low,src_tourism_stats_01
psg_0504,55-64,Male,United Kingdom,Netherlands,Nordics,high,high,single,retired,English,working_adult,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.335,low,src_tourism_stats_01
psg_0505,18-24,Non-binary,Germany,Netherlands,Western Europe,upper_mid,moderate,single,early_career,Dutch,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.294,high,src_tourism_stats_01
psg_0506,25-34,Male,Sweden,United Kingdom,Western Europe,lower_mid,moderate,single,student,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.385,high,src_tourism_stats_01
psg_0507,55-64,Male,France,United Kingdom,Western Europe,high,high,couple,other,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.337,low,src_tourism_stats_01
psg_0508,45-54,Female,Sweden,France,Western Europe,high,mid,couple,manager,French,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.32,medium,src_tourism_stats_01
psg_0509,18-24,Male,France,Germany,Western Europe,high,moderate,single,student,German,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.363,high,src_tourism_stats_01
psg_0510,18-24,Male,United Kingdom,United Kingdom,Regional UK,lower_mid,lower_mid,shared_household,service_worker,Other,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.313,high,src_tourism_stats_01
psg_0511,45-54,Male,Netherlands,Netherlands,Scandinavia,high,very_high,couple,manager,German,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.434,low,src_tourism_stats_01
psg_0512,45-54,Female,United Kingdom,United Kingdom,London and South East,upper_mid,high,single,professional,German,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.505,low,src_tourism_stats_01
psg_0513,45-54,Male,United Kingdom,United Kingdom,Western Europe,upper_mid,upper_mid,multi_generational,manager,English,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.47,medium,src_tourism_stats_01
psg_0514,25-34,Female,Netherlands,United Kingdom,Nordics,upper_mid,moderate,single,creative,Dutch,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.311,high,src_tourism_stats_01
psg_0515,25-34,Female,Germany,Netherlands,Western Europe,lower_mid,lower_mid,single,early_career,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.313,high,src_tourism_stats_01
psg_0516,25-34,Male,Germany,France,South East England,upper_mid,mid,family_with_children,self_employed,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.471,medium,src_tourism_stats_01
psg_0517,65-74,Female,Germany,Germany,Channel Islands,upper_mid,high,couple,professional,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.256,low,src_tourism_stats_01
psg_0518,25-34,Female,United Kingdom,Germany,Western Europe,mid,lower_mid,couple,early_career,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.336,high,src_tourism_stats_01
psg_0519,18-24,Non-binary,France,Ireland,Western Europe,mid,lower_mid,single,early_career,Dutch,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.25,high,src_tourism_stats_01
psg_0520,45-54,Non-binary,France,United Kingdom,Northern France,mid,mid,shared_household,professional,French,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.452,medium,src_tourism_stats_01
psg_0521,25-34,Male,France,France,Western Europe,lower_mid,moderate,couple,student,French,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.404,high,src_tourism_stats_01
psg_0522,18-24,Male,United Kingdom,Netherlands,London and South East,upper_mid,moderate,shared_household,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.345,high,src_tourism_stats_01
psg_0523,35-44,Male,Netherlands,United Kingdom,Western Europe,lower_mid,lower_mid,shared_household,student,Other,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.26,high,src_tourism_stats_01
psg_0524,25-34,Female,Denmark,Germany,Western Europe,upper_mid,moderate,single,service_worker,French,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.297,high,src_tourism_stats_01
psg_0525,45-54,Prefer not to say,United Kingdom,United Kingdom,Nordics,mid,mid,family_with_children,self_employed,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.365,medium,src_tourism_stats_01
psg_0526,45-54,Female,United Kingdom,France,Nordics,upper_mid,upper_mid,multi_generational,professional,Dutch,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.417,medium,src_tourism_stats_01
psg_0527,35-44,Male,United Kingdom,United Kingdom,Northern France,upper_mid,mid,couple,professional,German,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.441,medium,src_tourism_stats_01
psg_0528,55-64,Male,Germany,Denmark,Nordics,mid,high,couple,other,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.25,low,src_tourism_stats_01
psg_0529,25-34,Prefer not to say,United Kingdom,United Kingdom,Western Europe,lower_mid,lower_mid,shared_household,early_career,German,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.255,high,src_tourism_stats_01
psg_0530,35-44,Female,United Kingdom,France,Nordics,mid,mid,family_with_children,other,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.394,medium,src_tourism_stats_01
psg_0531,35-44,Female,Netherlands,United Kingdom,Western Europe,high,high,shared_household,professional,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.456,low,src_tourism_stats_01
psg_0532,18-24,Female,France,Ireland,Irish East Coast,low,lower_mid,single,service_worker,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.331,high,src_tourism_stats_01
psg_0533,45-54,Prefer not to say,France,Germany,Nordics,upper_mid,very_high,couple,manager,English,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.335,low,src_tourism_stats_01
psg_0534,25-34,Male,United Kingdom,United Kingdom,Northern England,mid,upper_mid,family_with_children,professional,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.5,medium,src_tourism_stats_01
psg_0535,35-44,Female,France,France,South East England,high,mid,shared_household,manager,German,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.417,medium,src_tourism_stats_01
psg_0536,45-54,Prefer not to say,Netherlands,United Kingdom,Western Europe,high,upper_mid,family_with_children,self_employed,Dutch,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.498,medium,src_tourism_stats_01
psg_0537,25-34,Female,Netherlands,France,Western Europe,lower_mid,moderate,single,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.317,high,src_tourism_stats_01
psg_0538,35-44,Female,France,France,Nordics,mid,mid,couple,professional,English,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.353,medium,src_tourism_stats_01
psg_0539,55-64,Female,United Kingdom,Germany,Western Europe,mid,mid,family_with_children,professional,Swedish,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.385,medium,src_tourism_stats_01
psg_0540,25-34,Male,Denmark,France,London and South East,upper_mid,moderate,shared_household,early_career,German,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.307,high,src_tourism_stats_01
psg_0541,25-34,Female,France,Germany,German North,mid,high,shared_household,manager,English,early_career,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.489,low,src_tourism_stats_01
psg_0542,35-44,Male,Netherlands,Netherlands,Western Europe,mid,mid,family_with_children,self_employed,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.379,medium,src_tourism_stats_01
psg_0543,25-34,Male,France,United Kingdom,Regional UK,low,lower_mid,family_with_children,other,English,family_builder,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.298,high,src_tourism_stats_01
psg_0544,25-34,Male,Netherlands,United Kingdom,Regional UK,low,lower_mid,family_with_children,student,Dutch,family_builder,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.29,high,src_tourism_stats_01
psg_0545,45-54,Male,France,Netherlands,London and South East,upper_mid,high,couple,consultant,English,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.447,low,src_tourism_stats_01
psg_0546,45-54,Female,United Kingdom,United Kingdom,Northern France,high,mid,family_with_children,professional,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.472,medium,src_tourism_stats_01
psg_0547,65-74,Female,United Kingdom,Germany,Western Europe,mid,high,retired_couple,professional,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.322,low,src_tourism_stats_01
psg_0548,35-44,Male,France,United Kingdom,Nordics,upper_mid,very_high,couple,manager,Swedish,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.332,low,src_tourism_stats_01
psg_0549,35-44,Female,Sweden,Netherlands,Nordics,upper_mid,upper_mid,family_with_children,manager,Dutch,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.404,medium,src_tourism_stats_01
psg_0550,55-64,Prefer not to say,Denmark,Netherlands,Western Europe,upper_mid,high,retired_couple,other,Dutch,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.332,low,src_tourism_stats_01
psg_0551,45-54,Female,Germany,United Kingdom,Irish East Coast,mid,mid,family_with_children,professional,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.369,medium,src_tourism_stats_01
psg_0552,55-64,Female,Germany,Germany,Western Europe,upper_mid,very_high,family_with_children,professional,English,family_builder,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.334,low,src_tourism_stats_01
psg_0553,25-34,Male,Germany,Germany,Nordics,mid,upper_mid,multi_generational,professional,English,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.401,medium,src_tourism_stats_01
psg_0554,45-54,Prefer not to say,United Kingdom,United Kingdom,Western Europe,mid,lower_mid,single,early_career,English,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.289,high,src_tourism_stats_01
psg_0555,18-24,Female,United Kingdom,Sweden,Western Europe,high,moderate,single,early_career,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.375,high,src_tourism_stats_01
psg_0556,45-54,Male,Sweden,United Kingdom,Northern France,mid,mid,family_with_children,professional,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.478,medium,src_tourism_stats_01
psg_0557,18-24,Female,France,France,Western Europe,lower_mid,moderate,single,student,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.362,high,src_tourism_stats_01
psg_0558,55-64,Male,France,United Kingdom,Irish East Coast,mid,mid,family_with_children,self_employed,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.441,medium,src_tourism_stats_01
psg_0559,45-54,Male,United Kingdom,France,Western Europe,mid,upper_mid,family_with_children,manager,French,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.402,medium,src_tourism_stats_01
psg_0560,55-64,Female,Sweden,United Kingdom,South East England,high,mid,family_with_children,other,German,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.313,medium,src_tourism_stats_01
psg_0561,45-54,Female,Germany,Germany,Western Europe,high,very_high,retired_couple,professional,German,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.353,low,src_tourism_stats_01
psg_0562,18-24,Female,France,Netherlands,Regional UK,low,lower_mid,single,student,German,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.337,high,src_tourism_stats_01
psg_0563,45-54,Female,Ireland,United Kingdom,South East England,high,mid,couple,self_employed,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.439,medium,src_tourism_stats_01
psg_0564,55-64,Female,France,Netherlands,Channel Islands,upper_mid,high,couple,other,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.278,low,src_tourism_stats_01
psg_0565,35-44,Female,France,Germany,Northern France,high,mid,family_with_children,professional,German,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.418,medium,src_tourism_stats_01
psg_0566,25-34,Male,Germany,Germany,Western Europe,upper_mid,moderate,couple,early_career,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.407,high,src_tourism_stats_01
psg_0567,35-44,Non-binary,United Kingdom,United Kingdom,London and South East,high,high,single,manager,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.547,low,src_tourism_stats_01
psg_0568,25-34,Male,France,France,German North,mid,mid,couple,skilled_trade,Dutch,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.368,medium,src_tourism_stats_01
psg_0569,35-44,Female,France,France,Irish East Coast,upper_mid,mid,shared_household,professional,French,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.431,medium,src_tourism_stats_01
psg_0570,35-44,Female,France,Germany,Western Europe,upper_mid,mid,family_with_children,self_employed,German,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.321,medium,src_tourism_stats_01
psg_0571,35-44,Male,France,Germany,Nordic Capitals,high,high,couple,professional,English,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.56,low,src_tourism_stats_01
psg_0572,35-44,Male,United Kingdom,Germany,South East England,mid,mid,family_with_children,self_employed,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.385,medium,src_tourism_stats_01
psg_0573,35-44,Female,Germany,France,Western Europe,low,lower_mid,couple,early_career,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.312,high,src_tourism_stats_01
psg_0574,25-34,Male,Sweden,Netherlands,Northern England,high,upper_mid,couple,manager,Danish,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.454,medium,src_tourism_stats_01
psg_0575,45-54,Male,France,Netherlands,Western Europe,upper_mid,high,single,professional,German,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.476,low,src_tourism_stats_01
psg_0576,35-44,Non-binary,United Kingdom,United Kingdom,Northern France,high,mid,couple,professional,French,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.409,medium,src_tourism_stats_01
psg_0577,18-24,Female,France,Netherlands,Western Europe,mid,moderate,couple,student,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.306,high,src_tourism_stats_01
psg_0578,45-54,Male,United Kingdom,Sweden,Nordics,upper_mid,upper_mid,family_with_children,other,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.462,medium,src_tourism_stats_01
psg_0579,45-54,Male,United Kingdom,Netherlands,Regional UK,mid,lower_mid,shared_household,student,English,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.308,high,src_tourism_stats_01
psg_0580,35-44,Prefer not to say,Sweden,Sweden,Western Europe,high,mid,family_with_children,professional,Dutch,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.32,medium,src_tourism_stats_01
psg_0581,35-44,Male,United Kingdom,France,London and South East,mid,high,shared_household,professional,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.511,low,src_tourism_stats_01
psg_0582,65-74,Prefer not to say,United Kingdom,Netherlands,Western Europe,mid,high,retired_couple,other,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.326,low,src_tourism_stats_01
psg_0583,18-24,Prefer not to say,Netherlands,Germany,Western Europe,mid,lower_mid,couple,early_career,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.286,high,src_tourism_stats_01
psg_0584,55-64,Male,Germany,United Kingdom,Irish East Coast,high,mid,family_with_children,other,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.477,medium,src_tourism_stats_01
psg_0585,25-34,Non-binary,United Kingdom,United Kingdom,Nordics,high,upper_mid,family_with_children,other,Dutch,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.439,medium,src_tourism_stats_01
psg_0586,25-34,Non-binary,Denmark,Netherlands,Western Europe,upper_mid,moderate,couple,service_worker,German,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.389,high,src_tourism_stats_01
psg_0587,45-54,Female,Germany,France,London and South East,high,very_high,couple,manager,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.396,low,src_tourism_stats_01
psg_0588,18-24,Male,Netherlands,United Kingdom,Regional UK,low,lower_mid,couple,other,Other,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.312,high,src_tourism_stats_01
psg_0589,35-44,Male,United Kingdom,France,Irish East Coast,low,lower_mid,couple,other,Dutch,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.244,high,src_tourism_stats_01
psg_0590,25-34,Non-binary,Sweden,Germany,South East England,high,mid,shared_household,skilled_trade,French,early_career,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.469,medium,src_tourism_stats_01
psg_0591,25-34,Male,United Kingdom,France,South East England,mid,mid,family_with_children,professional,Swedish,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.294,medium,src_tourism_stats_01
psg_0592,45-54,Prefer not to say,Netherlands,Germany,Western Europe,high,very_high,couple,executive,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.355,low,src_tourism_stats_01
psg_0593,55-64,Prefer not to say,Germany,Denmark,South East England,high,high,couple,retired,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.275,low,src_tourism_stats_01
psg_0594,35-44,Prefer not to say,France,Germany,Western Europe,mid,upper_mid,family_with_children,professional,German,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.472,medium,src_tourism_stats_01
psg_0595,55-64,Male,United Kingdom,United Kingdom,Western Europe,upper_mid,very_high,couple,consultant,Swedish,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.433,low,src_tourism_stats_01
psg_0596,35-44,Male,United Kingdom,United Kingdom,Nordics,mid,mid,family_with_children,professional,Swedish,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.347,medium,src_tourism_stats_01
psg_0597,25-34,Male,Germany,Germany,London and South East,upper_mid,high,couple,professional,English,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.445,low,src_tourism_stats_01
psg_0598,25-34,Non-binary,France,Denmark,London and South East,upper_mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.328,high,src_tourism_stats_01
psg_0599,25-34,Prefer not to say,Netherlands,United Kingdom,German North,lower_mid,lower_mid,shared_household,student,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.248,high,src_tourism_stats_01
psg_0600,18-24,Male,Netherlands,Denmark,Nordics,lower_mid,moderate,single,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.349,high,src_tourism_stats_01
psg_0601,35-44,Female,United Kingdom,Germany,Regional UK,low,lower_mid,couple,service_worker,Other,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.29,high,src_tourism_stats_01
psg_0602,55-64,Male,France,France,London and South East,high,high,couple,consultant,English,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.522,low,src_tourism_stats_01
psg_0603,45-54,Male,Sweden,France,Western Europe,upper_mid,very_high,family_with_children,professional,German,family_builder,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.435,low,src_tourism_stats_01
psg_0604,25-34,Non-binary,Netherlands,Germany,Western Europe,high,high,shared_household,self_employed,French,early_career,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.465,low,src_tourism_stats_01
psg_0605,25-34,Female,United Kingdom,United Kingdom,Nordics,mid,moderate,single,student,Dutch,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.394,high,src_tourism_stats_01
psg_0606,25-34,Female,France,United Kingdom,Western Europe,mid,moderate,single,early_career,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.387,high,src_tourism_stats_01
psg_0607,45-54,Female,Ireland,Germany,Northern France,upper_mid,mid,shared_household,manager,French,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.411,medium,src_tourism_stats_01
psg_0608,55-64,Male,Netherlands,Netherlands,Western Europe,upper_mid,very_high,couple,manager,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.339,low,src_tourism_stats_01
psg_0609,65-74,Male,United Kingdom,Netherlands,Channel Islands,high,high,couple,retired,Danish,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.341,low,src_tourism_stats_01
psg_0610,55-64,Female,United Kingdom,United Kingdom,South East England,high,high,couple,professional,Dutch,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.27,low,src_tourism_stats_01
psg_0611,25-34,Male,United Kingdom,Netherlands,Greater London,mid,upper_mid,family_with_children,professional,Swedish,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.426,medium,src_tourism_stats_01
psg_0612,35-44,Male,Netherlands,United Kingdom,German North,high,high,single,professional,German,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.512,low,src_tourism_stats_01
psg_0613,18-24,Male,United Kingdom,United Kingdom,Regional UK,lower_mid,lower_mid,couple,other,Other,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.292,high,src_tourism_stats_01
psg_0614,65-74,Prefer not to say,United Kingdom,Germany,Western Europe,upper_mid,high,couple,retired,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.253,low,src_tourism_stats_01
psg_0615,35-44,Non-binary,United Kingdom,Germany,Western Europe,mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.326,high,src_tourism_stats_01
psg_0616,65-74,Female,United Kingdom,United Kingdom,Nordics,mid,high,couple,other,Dutch,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.264,low,src_tourism_stats_01
psg_0617,45-54,Female,United Kingdom,Netherlands,Nordic Capitals,high,high,shared_household,manager,French,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.507,low,src_tourism_stats_01
psg_0618,35-44,Male,Netherlands,Netherlands,Western Europe,high,upper_mid,family_with_children,teacher,French,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.441,medium,src_tourism_stats_01
psg_0619,25-34,Non-binary,France,France,Northern France,high,mid,family_with_children,skilled_trade,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.395,medium,src_tourism_stats_01
